"PlayerID","Player","POS.","AGE","BATS","THROWS","FROM","TO","YRS","DOLLARS","AVG..SALARY","H","RBI","HR","AVG","OPS","IP","ERA","WHIP","W","SV","WAR","dummy_Pos","dummy_Years","contract_value","dummy_salary","dummy_Age"
989,"Matthew Boyd","SP",31.8,"L","L","SEA","DET","1","$10,000,000 ","$10,000,000 ",NA,NA,NA,NA,NA,13.3,1.35,0.98,2,NA,0.43,1,1,1e+07,3,2
1454,"Willson Contreras","C",30.5,"R","R","CHC","STL","5","$87,500,000 ","$17,500,000 ",101,55,22,0.243,0.815,NA,NA,NA,NA,NA,3.72,2,2,17500000,3,2
595,"Jacob deGrom","SP",34.4,"L","R","NYM","TEX","5","$185,000,000 ","$37,000,000 ",NA,NA,NA,NA,NA,64.3,3.08,0.75,5,NA,1.42,1,2,3.7e+07,3,3
1055,"Nathan Eovaldi","SP",32.8,"R","R","BOS","TEX","2","$34,000,000 ","$17,000,000 ",NA,NA,NA,NA,NA,109.3,3.87,1.24,6,NA,1.13,1,2,1.7e+07,3,2
192,"Brent Honeywell Jr.","RP",27.8,"R","R","OAK","SD","1","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2
12,"Aaron Judge","CF",30.6,"R","R","NYY","NYY","9","$360,000,000 ","$40,000,000 ",177,131,62,0.311,1.111,NA,NA,NA,NA,NA,10.53,3,2,4e+07,3,2
185,"Brandon Nimmo","CF",29.7,"L","R","NYM","NYM","8","$162,000,000 ","$20,250,000 ",159,64,16,0.274,0.8,NA,NA,NA,NA,NA,4.34,3,2,20250000,3,2
685,"Joc Pederson","LF",30.5,"L","L","SF","SF","1","$19,650,000 ","$19,650,000 ",104,70,23,0.274,0.874,NA,NA,NA,NA,NA,1.41,3,1,19650000,3,2
965,"Martin Perez","SP",31.6,"L","L","TEX","TEX","1","$19,650,000 ","$19,650,000 ",NA,NA,NA,NA,NA,196.3,2.89,1.26,12,NA,5.17,1,1,19650000,3,2
5,"AJ Pollock","LF",35.1,"R","R","CHW","SEA","1","$7,000,000 ","$7,000,000 ",120,56,14,0.245,0.681,NA,NA,NA,NA,NA,0.86,3,1,7e+06,3,3
115,"Anthony Rizzo","1B",33.2,"L","L","NYY","NYY","2","$40,000,000 ","$20,000,000 ",104,75,32,0.224,0.818,NA,NA,NA,NA,NA,2.32,2,2,2e+07,3,2
241,"Carlos Rodon","SP",30,"L","L","SF","NYY","6","$162,000,000 ","$27,000,000 ",NA,NA,NA,NA,NA,178,2.88,1.03,14,NA,5.31,1,2,2.7e+07,3,2
1448,"Will M. Smith","RP",33.6,"R","L","HOU","TEX","1","$1,500,000 ","$1,500,000 ",NA,NA,NA,NA,NA,59,3.97,1.41,0,5,-0.67,1,1,1500000,1,2
356,"Dansby Swanson","SS",28.8,"R","R","ATL","CHC","7","$177,000,000 ","$25,285,714 ",177,96,25,0.277,0.776,NA,NA,NA,NA,NA,5.57,2,2,25285714,3,2
1371,"Trea Turner","SS",29.4,"R","R","LAD","PHI","11","$300,000,000 ","$27,272,727 ",194,100,21,0.298,0.809,NA,NA,NA,NA,NA,4.84,2,NA,27272727,3,2
